,234,NUTS NES,1,INP,,T,,Target,2551,NUTS & PRODUCTS,
,235,PREPRD NUTS,1,,OUT,B,,,,,
,236,SOYBEANS,1,INP,,T,,Target,2555,SOYABEANS & PRODUCTS,
,237,OIL SOYABEAN,1,INP,OUT,T,,Target,2571,"SOYABEAN, OIL",
,238,CAKE SOYBEAN,1,,OUT,T,w=0,Target,2590,"SOYABEAN, CAKE",
,239,SOYA SAUCE,1,,OUT,B,,,,,
,240,SOYA PASTE,1,,OUT,B,,,,,
,241,SOYA CURD,1,,OUT,B,,,,,
,242,GROUNDNUTS,1,INP,,T,,Target,2556,GROUNDNUTS (SHELLED EQ.),
,243,GROUNDNT SHE,1,INP,OUT,B,,,,,
,244,OIL GROUNDNT,1,INP,OUT,T,,Target,2572,"GROUNDNUT, OIL",
,245,CAKE GROUNDT,1,,OUT,T,w=0,Target,2591,"GROUNDNUT, CAKE",
,246,PREP GROUND.,1,,OUT,B,,,,,
,247,PEANUT BUTTE,1,,OUT,B,,,,,
,249,COCONUTS,1,INP,,T,,Target,2560,COCONUTS & COPRA,
,250,"COCONUTS,DES",1,,OUT,B,,,,,
,251,COPRA,1,INP,OUT,B,,,,,
,252,OIL COCONUTS,1,INP,OUT,T,,Target,2578,"COPRA, OIL",
,253,CAKE COCONUT,1,,OUT,T,w=0,Target,2596,"COPRA, CAKE",
,254,OIL PALM FR,1,INP,,T,,Target,2562,PALMKERNELS,
,256,PALM KERNELS,1,INP,OUT,T,,Target,2562,PALMKERNELS,
,257,PALM OIL,1,INP,OUT,T,,Target,2577,"PALM, OIL",
,258,"OIL,PALM KER",1,INP,OUT,T,,Target,2576,"PALM KERNEL, OIL",
,259,"CAKE,PLM KER",1,,OUT,T,w=0,Target,2595,"PALMKERNEL, CAKE",
,260,OLIVES,1,INP,,T,,Target,2563,OLIVES,
,261,OLIVE OIL,1,,OUT,T,,Target,2580,"OLIVE & RESIDUE, OIL",
,262,"OLIVES,PRES",1,,OUT,B,,,,,
,263,KARITE NUTS,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,264,KARIT NT BUT,1,,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,265,CASTOR BEANS,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,266,OIL CAST BNS,1,INP,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,267,SUNFLWR SEED,1,INP,,T,,Target,2557,SUNFLOWERSEED,
,268,OIL SUNF SD,1,INP,OUT,T,,Target,2573,"SUNFLOWERSEED, OIL",
,269,CAKE SUNF SD,1,,OUT,T,w=0,Target,2592,"SUNFLOWERSEED, CAKE",
,270,RAPESEED,1,INP,,T,,Target,2558,"RAPE, MUSTARD SEEDS",
,271,OIL RAPESEED,1,INP,OUT,T,,Target,2574,"RAPE & MUSTARD, OIL",
,272,CAKE RAPESED,1,,OUT,T,w=0,Target,2593,"RAPE & MUSTARD, CAKE",
+,273,OLIVE RESID,1,INP,OUT,T,,Target,,,
,274,OIL OLIVERES,1,INP,OUT,T,,Target,2580,"OLIVE & RESIDUE, OIL",
,275,TUNG NUTS,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,276,TUNG OIL,1,,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,277,JOJOBA SEEDS,1,,,XXX,,Target,2570,"OILCROPS, OTHERS",
,278,JOJOBA OIL,1,,,XXX,,Target,2586,"OILCROPS, OTHER OIL",
,280,SAFFLOWER,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,281,OIL SAFFLWR,1,INP,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,282,CAKE SAFFLWR,1,,OUT,T,w=0,Target,2598,"OILSEEDS, OTHERS, CAKE",
,289,SESAME SEED,1,INP,,T,,Target,2561,SESAMESEED,
,290,OIL SES SD,1,INP,OUT,T,,Target,2579,"SESAMESEED, OIL",
,291,CAKE SES SD,1,,OUT,T,w=0,Target,2597,"SESAMESEED, CAKE",
,292,MUSTARD SEED,1,INP,,T,,Target,2558,"RAPE, MUSTARD SEEDS",
,293,OIL MUST SD,1,INP,OUT,T,,Target,2574,"RAPE & MUSTARD, OIL",
,294,CAKE MUSTARD,1,,OUT,T,w=0,Target,2593,"RAPE & MUSTARD, CAKE",
,295,FLOUR MUSTAR,1,,OUT,B,,,,,
,296,POPPY SEED,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,297,OIL POP SD,1,,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,298,CAKE POP SD,1,,OUT,T,w=0,Target,2598,"OILSEEDS, OTHERS, CAKE",
,299,MELONSEED,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,305,TALLOW SEEDS,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,306,VEG TALLOW,1,,OUT,T,w=0,Target,2586,"OILCROPS, OTHER OIL",
,307,STILLING OIL,1,,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,310,KAPOK FRUIT,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,311,KAPOKSEED SH,1,INP,OUT,F,,,,,
,312,KAPOKSEE SHD,1,INP,OUT,T,,Target,2570,"OILCROPS, OTHERS",
,313,OIL OF KAPOK,1,,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,314,CAKE KAPOK,1,,OUT,T,w=0,Target,2598,"OILSEEDS, OTHERS, CAKE",
,328,SEED COTTON,1,INP,,F,,,2559,COTTONSEED,
,329,COTTONSEED,1,INP,OUT,T,,Target,2559,COTTONSEED,
,331,OIL COTTON S,1,INP,OUT,T,,Target,2575,"COTTONSEED, OIL",
,332,CAKE COTTON,1,,OUT,T,w=0,Target,2594,"COTTONSEED, CAKE",
,333,LINSEED,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,334,OIL LINSEED,1,INP,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,335,CAKE LINSEED,1,,OUT,T,w=0,Target,2598,"OILSEEDS, OTHERS, CAKE",
,336,HEMPSEED,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,337,OIL HEMPSD,1,INP,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,338,CAKE HEMPSD,1,,OUT,T,w=0,Target,2598,"OILSEEDS, OTHERS, CAKE",
,339,OILSEEDS NES,1,INP,,T,,Target,2570,"OILCROPS, OTHERS",
,340,OIL VG OR NS,1,INP,OUT,T,,Target,2586,"OILCROPS, OTHER OIL",
,341,CAK OILSD NS,1,,OUT,T,w=0,Target,2598,"OILSEEDS, OTHERS, CAKE",
,343,OIL MEALS,1,,OUT,B,,,,,
,358,CABBAGES,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,366,ARTICHOKES,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,367,ASPARAGUS,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,372,LETTUCE,1,,,XXX,,Target,2605,"VEGETABLES, OTHER & PROD",
,373,SPINACH,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,378,CASSAVA LEAV,1,,,XXX,,Target,2605,"VEGETABLES, OTHER & PROD",
,388,TOMATOES,1,INP,,T,,Target,2601,TOMATOES & PRODUCTS,
,389,TOMATO CONC,1,,OUT,B,,,,,
,390,TOMATO SING,1,,OUT,B,,,,,
,391,TOMATO PASTE,1,,OUT,B,,,,,
,392,PEELD TOMATO,1,,OUT,B,,,,,
,393,CAULIFLOWER,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,394,PUMPK+SQ+GRD,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,397,CUCMBR+GHERK,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,399,EGGPLANTS,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,401,"CHIL+PEP,GRN",1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,402,"ONIONS,GREEN",1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,403,"ONIONS, DRY",1,INP,,T,,Target,2602,"ONIONS, DRY",
,406,GARLIC,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,407,LEEKS AND OT,1,,,XXX,,Target,2605,"VEGETABLES, OTHER & PROD",
,414,"BEANS, GREEN",1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,417,"PEAS, GREEN",1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,420,"BRD BEAN,GRN",1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,423,STRING BEANS,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,426,CARROTS,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,430,OKRA,1,,,XXX,,Target,2605,"VEGETABLES, OTHER & PROD",
,446,GREEN CORN,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,447,SWEET CORN F,1,,OUT,B,,,,,
,448,SWEET CORN P,1,,OUT,B,,,,,
,449,MUSHROOMS,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,450,DRIED MUSH,1,,OUT,B,,,,,
,451,CANNED MUSH,1,,OUT,B,,,,,
,459,CHICORY ROOT,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
+,460,VEG PR FR DR,1,,,XXX,,Target,,,
,461,CAROBS,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,463,VEGETABLES F,1,INP,,T,,Target,2605,"VEGETABLES, OTHER & PROD",
,464,VEGET DR NES,1,,OUT,B,,,,,
,465,VEGT CAN NES,1,,OUT,B,,,,,
,466,JUICE VEG NS,1,,OUT,B,,,,,
,469,VEGS DEHYDR,1,,OUT,B,,,,,
,471,VEGS VINEGAR,1,,OUT,B,,,,,
,472,VEGS PR NES,1,,OUT,B,,,,,
,473,VEGS FROZEN,1,,OUT,B,,,,,
,474,VEGS TEMP PR,1,,OUT,B,,,,,
,475,VEG.PREP OR,1,,OUT,B,,,,,
,476,HOMOGENIZED,1,,OUT,B,,,,,
,486,BANANAS,1,INP,,T,,Target,2615,BANANA,
,489,PLANTAINS,1,INP,,T,,Target,2616,PLANTAINS,
,490,ORANGES,1,INP,,T,,Target,2611,"ORANGES,TANG-MAND&PROD.",
,491,ORANJ SING-S,1,,OUT,B,,,,,
,492,ORANJ CONC,1,,OUT,B,,,,,
,495,TANGERINES,1,INP,,T,,Target,2611,"ORANGES,TANG-MAND&PROD.",
,496,TANGER JUICE,1,,OUT,B,,,,,
,497,LEMONS LIMES,1,INP,,T,,Target,2612,"LEMONS, LIMES & PROD.",
,498,LEMONJ SIN_S,1,,OUT,B,,,,,
,499,LEMONJ CONC,1,,OUT,B,,,,,
,507,GRAPEFRUIT,1,INP,,T,,Target,2613,GRAPEFRUIT & PRODUCTS,
,509,GRAPEFRJ S-S,1,,OUT,B,,,,,
,510,GRAPEFRJ CON,1,,OUT,B,,,,,
,512,CITR FRT NES,1,INP,,T,,Target,2614,CITRUS FRUIT NES & PROD.,
,513,CITRUSJ SING,1,,OUT,B,,,,,
,514,CITRUSJ CONC,1,,OUT,B,,,,,
,515,APPLES,1,INP,,T,,Target,2617,APPLES & PRODUCTS,
,517,FERM BEVERAG,1,,OUT,T,,Target,2657,"BEVERAGES, FERMENTED",
,518,APPLEJ SIN-S,1,,OUT,B,,,,,
,519,APPLEJ CONC,1,,OUT,B,,,,,
,521,PEARS,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,523,QUINCES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,526,APRICOTS,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,527,DRY APRICOTS,1,,OUT,B,,,,,
,530,SOUR CHERRY,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,531,CHERRIES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,534,PEACHES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,536,PLUMS,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,537,"PLUMS, DRIED",1,,OUT,B,,,,,
,538,"PLUMJ,SING-S",1,,OUT,B,,,,,
,539,PLUMJ CONC,1,,OUT,B,,,,,
,541,STONE FRUIT,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,542,POME FRUIT,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,544,STRAWBERRIES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,547,RASPBERRIES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,549,GOOSEBERRIES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,550,CURRANTS,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,552,BLUEBERRIES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,554,CRANBERRIES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,558,BERRIES NES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,560,GRAPES,1,INP,,T,,Target,2620,GRAPES & PROD(EXCL.WINE),
,561,RAISINS,1,,OUT,B,,,,,
,562,GRAPE JUICE,1,,OUT,B,,,,,
,563,MUST GRAPES,1,INP,OUT,B,,,,,
,564,WINE,1,INP,OUT,T,,Target,2655,WINE,
,565,VERMTH SIMIL,1,,OUT,B,,,,,
+,566,GRAPE MARC,1,INP,OUT,B,w=0,Target,,,
,567,WATERMELONS,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,568,MELONS,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,569,FIGS,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,570,"FIGS, DRIED",1,,OUT,B,,,,,
,571,MANGOES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,572,AVOCADOS,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,574,PINEAPPLES,1,INP,,T,,Target,2618,PINEAPPLES & PRODUCTS,
,575,PINEAPPL CAN,1,,OUT,B,,,,,
,576,PINEAPPLEJ S,1,,OUT,B,,,2618,PINEAPPLES & PRODUCTS,
,577,DATES,1,INP,,T,,Target,2619,DATES,
,580,PINEAPPLEJ C,1,,OUT,B,,,2618,PINEAPPLES & PRODUCTS,
,583,MANGO JUICE,1,,OUT,B,,,,,
+,584,MANGO PULP,1,,OUT,B,w=0,Target,,,
,587,PERSIMMONS,1,,,XXX,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,591,CASHEWAPPLE,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,592,KIWI,1,,,XXX,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,600,PAPAYAS,1,,,XXX,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,603,FRT TROP NES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,604,FR TRP DR NS,1,,OUT,B,,,,,
,619,FRUIT NES,1,INP,,T,,Target,2625,"FRUIT, OTHER & PRODUCTS",
,620,FRUIT DR NES,1,,OUT,B,,,,,
,622,FRUIT JUICE,1,INP,OUT,B,,,,,
,623,FRUIT PR NES,1,,OUT,B,,,,,
,624,FLOUR FRUIT,1,,OUT,B,,,,,
,625,"FRUIT,NUT,PE",1,,OUT,B,,,,,
,626,HOMOGEN.COOK,1,,OUT,B,,,,,
+,628,FR PULP FEED,1,,,XXX,,Target,,,
+,629,BEET TOPS,1,,,XXX,,Target,,,
+,630,CANE TOPS,1,,,XXX,,Target,,,
+,631,"WATERS,ICE E",1,,,XXX,,Target,,,
,632,ALC NON-FOOD,1,INP,OUT,T,,Target,2659,"ALCOHOL, NON-FOOD",
,633,BEV NON-ALC,1,,OUT,B,,,,,
,634,BEV DIS ALC,1,,OUT,T,,Target,2658,"BEVERAGES, ALCOHOLIC",
+,635,"STRAW, HUSKS",1,,,XXX,,Target,,,
+,636,MAIZE FD+SIL,1,,,XXX,,Target,,,
+,637,SORGHUM FS,1,,,XXX,,Target,,,
+,638,RYE GRASS FS,1,,,XXX,,Target,,,
+,639,GRASSES FS,1,,,XXX,,Target,,,
+,640,CLOVER FS,1,,,XXX,,Target,,,
+,641,ALFALFA FS,1,,,XXX,,Target,,,
