171,SUGARS FLAV,10000.
172,GLUC. DEXTR.,10000.
173,LACTOSE,600.
175,ISOGLUCOSE,10000.
212,FLOUR PULSES,8000.
213,BRAN PULSES,1500.
229,BRAZILNUT SH,5500.
230,CASHEW SHE,2200.
231,ALMONDS SHE,5300.
232,WALNUTS SHE,5000.
233,HAZELNUTS SH,4700.
235,PREPRD NUTS,4000.
237,OIL SOYABEAN,1800.
238,CAKE SOYBEAN,8000.
239,SOYA SAUCE,30000.
240,SOYA PASTE,45000.
241,SOYA CURD,37000.
243,GROUNDNT SHE,7000.
244,OIL GROUNDNT,4200.
245,CAKE GROUNDT,5400.
246,PREP GROUND.,10000.
247,PEANUT BUTTE,10000.
250,"COCONUTS,DES",2000.
251,COPRA,2500.
252,OIL COCONUTS,6100.
253,CAKE COCONUT,3500.
256,PALM KERNELS,1000.
257,PALM OIL,1950.
258,"OIL,PALM KER",4700.
259,"CAKE,PLM KER",5100.
261,OLIVE OIL,2000.
262,"OLIVES,PRES",10000.
264,KARIT NT BUT,3350.
266,OIL CAST BNS,4200.
268,OIL SUNF SD,4000.
269,CAKE SUNF SD,5000.
271,OIL RAPESEED,3600.
272,CAKE RAPESED,6000.
273,OLIVE RESID,2500.
274,OIL OLIVERES,600.
276,TUNG OIL,1600.
281,OIL SAFFLWR,3200.
282,CAKE SAFFLWR,6200.
290,OIL SES SD,4400.
291,CAKE SES SD,5000.
293,OIL MUST SD,3300.
294,CAKE MUSTARD,6000.
295,FLOUR MUSTAR,8000.
297,OIL POP SD,4100.
298,CAKE POP SD,5000.
306,VEG TALLOW,1500.
307,STILLING OIL,1500.
311,KAPOKSEED SH,6000.
312,KAPOKSEE SHD,5000.
313,OIL OF KAPOK,1700.
314,CAKE KAPOK,8000.
329,COTTONSEED,6667.
331,OIL COTTON S,1700.
332,CAKE COTTON,5000.
334,OIL LINSEED,3400.
335,CAKE LINSEED,6300.
337,OIL HEMPSD,2600.
338,CAKE HEMPSD,6600.
340,OIL VG OR NS,3000.
341,CAK OILSD NS,6500.
343,OIL MEALS,7000.
389,TOMATO CONC,7500.
390,TOMATO SING,9000.
391,TOMATO PASTE,3000.
392,PEELD TOMATO,8500.
447,SWEET CORN F,10000.
448,SWEET CORN P,10000.
450,DRIED MUSH,2500.
451,CANNED MUSH,11500.
460,VEG PR FR DR,8800.
464,VEGET DR NES,2000.
465,VEGT CAN NES,9000.
466,JUICE VEG NS,8500.
469,VEGS DEHYDR,1500.
471,VEGS VINEGAR,8800.
472,VEGS PR NES,8800.
473,VEGS FROZEN,8800.
474,VEGS TEMP PR,8800.
491,ORANJ SING-S,2500.
492,ORANJ CONC,1000.
496,TANGER JUICE,2000.
498,LEMONJ SIN-S,2500.
499,LEMONJ CONC,800.
509,GRAPEFRJ S-S,2500.
510,GRAPEFRJ CON,1500.
513,CITRUSJ SING,4500.
514,CITRUSJ CONC,1000.
517,FERM BEVERAG,6000.
518,APPLEJ SIN-S,3500.
519,APPLEJ CONC,1000.
527,DRY APRICOTS,2000.
537,"PLUMS, DRIED",3800.
538,"PLUMJ,SING-S",3000.
539,PLUMJ CONC,1500.
561,RAISINS,2500.
562,GRAPE JUICE,8000.
563,MUST GRAPES,8000.
564,WINE,7000.
565,VERMTH SIMIL,10000.
566,GRAPE MARC,2000.
570,"FIGS, DRIED",3300.
575,PINEAPPL CAN,6000.
576,PINEAPPLEJ S,5000.
580,PINEAPPLEJ C,2500.
583,MANGO JUICE,4500.
584,MANGO PULP,6000.
604,FR TRP DR NS,2500.
620,FRUIT DR NES,2500.
622,FRUIT JUICE,5000.
623,FRUIT PR NES,8000.
624,FLOUR FRUIT,2000.
625,"FRUIT,NUT,PE",1500.
626,HOMOGEN.COOK,10000.
632,ALC NON-FOOD,10000.
633,BEV NON-ALC,40000.
634,BEV DIS ALC,4400.
657,COFFEE ROAST,8400.
658,COFFEE SUBST,3300.
659,COFFEE EXTR,3850.
662,COCOA PASTE,8000.
663,COCOA HUSKS,2000.
664,COCOA BUTTER,4700.
665,COCOA POWDER,5300.
666,CHOC PROD NS,47000.
672,"EXTRACT TEA,",1200.
753,ESS OILS NES,1200.
755,PYRET EXTR.,500.
767,COTTON LINT,3333.
769,COTTON WASTE,250.
770,COTTON LINTR,400.
778,KAPOK FIBRE,3500.
828,CIGARETTES,11000.
829,CIGARS,10000.
831,TOBACCO PROD,10000.
837,RUBBER DRY,10000.
846,GLUT FEED&ME,20000.
867,BEEF VEAL,2000.
868,OFFALS CATTL,200.
869,FAT CATTLE,92.
870,BEEF BONLESS,8000.
871,CATTLE BUT F,1300.
872,BEEF DSS,4000.
873,MEAT EXTRACT,2000.
874,SAUSAGE BEEF,7000.
875,BEEF PREP,8500.
876,BEEF CANNED,8500.
877,HOMOGENIZED,50000.
878,LIVER PREPAR,7500.
883,STANDAR MILK,9500.
885,"CREAM, FRESH",1500.
886,"BUTTER, COWS",450.
887,"GHEE, COWS",400.
888,SK MILK COWS,9500.
889,"WH MILK,COND",3500.
890,"WHEY,CONDENS",2500.
891,YOGHURT,8000.
892,YOGHURT CONC,8000.
893,"BUTTERM,CURD",10000.
894,"WH MILK,EVAP",4500.
895,SKMILK EVAP,3500.
896,SK MILK COND,3000.
897,COWMILK DRY,1300.
898,MILK SK DR C,1000.
899,DRY BUTTERMK,910.
900,DRY WHEY,740.
901,CHEESE W COW,1500.
903,"WHEY, FRESH",7000.
904,CHEESE S COW,1100.
905,WHEY CHEESE,200.
907,PROC CHEESE,14000.
908,RECONS MILK,90000.
917,CASEIN,300.
919,CATTLE HIDES,250.
920,HIDE W CATTL,8000.
921,HIDE D CATTL,5000.
922,HIDE N CATTL,8000.
928,SKIN W CALVE,8000.
929,SKIN D CALVE,5000.
930,SKIN N CATTL,8000.
947,BUFFALO MEAT,1300.
948,OFFAL BUFFAL,200.
949,FAT BUFFALO,200.
952,BUTTER BUFFL,550.
953,GHEE BUFFALO,535.
954,MILK SK BUFF,9300.
955,CHEES BUFFAL,1800.
958,HIDE W BUFFL,8000.
959,HIDE D BUFFL,5300.
977,MUTTON LAMB,150.
978,OFFALS SHEEP,24.
979,FAT OF SHEEP,10.
983,BUTTER SHEEP,650.
984,SHEEP CHEESE,2500.
985,SK MILK SHEE,9300.
995,SHEEPSKINS,30.
996,SKIN W SHEEP,7000.
997,SKIN D SHEEP,5000.
998,SKIN NES SH,7000.
999,SKINWOOL SH,7500.
1017,GOAT MEAT,110.
1018,OFFALS GOATS,22.
1019,FAT OF GOATS,5.
1021,GOAT CHEESE,2300.
1023,SK MILK GOAT,9500.
1025,GOATSKINS,20.
1026,SKIN W GOAT,8000.
1027,SKIN D GOAT,5000.
1028,SKIN NES GOA,6100.
1035,PIGMEAT,700.
1036,OFFALS PIGS,40.
1037,FAT PIGS,50.
1038,PORK,6500.
1039,BACON PIGS,8000.
1040,PIG BUT FAT,2000.
1041,SAUSAGES PIG,8000.
1042,MEAT PR PIG,8500.
1043,LARD,8000.
1044,PIGSKINS,25.
1045,SKIN W PIGS,8000.
1046,SKIN D PIGS,5000.
1047,SKIN NES PIG,5000.
1059,OFFAL CHICKN,1000.
1060,FAT LIVER PR,7500.
1061,MEAT CD CHCK,7000.
1063,EGGS L HEN,8300.
1064,EGGS DRY HEN,2300.
1066,FAT R POULTR,8000.
1069,DUCK MEAT,16500.
1073,GOOSE MEAT,39000.
1074,OFFALS LIV G,5000.
1080,TURKEY MEAT,60000.
1081,OFFALS LIV T,4000.
1089,MEAT POULTRY,5000.
1097,HORSEMEAT,1700.
1098,OFFALS HORSE,180.
1103,HIDE W HORSE,8000.
1104,HIDE D HORSE,5000.
1105,HIDE Y HORSE,9000.
1108,MEAT ASSES,800.
1109,HIDES ASS FR,144.
1111,MEAT MULES,1100.
1112,HIDES MUL FR,170.
1127,MEAT CAMEL,2000.
1128,OFFALS CAMEL,265.
1129,FAT CAMEL,100.
1133,HIDES CAMEL,260.
1134,HIDE W CAMEL,8000.
1135,HIDE D CAMEL,5000.
1136,HIDE U CAMEL,8000.
1141,RABBIT MEAT,1470.
1146,RABBIT SKIN,4000.
1151,MEAT RODENTS,2600.
1158,MEAT OTH CAM,355.
1159,OFFALS CAMEL,35.
1160,FAT OTH CAME,15.
1164,MEAT DRY NES,4500.
1168,OILS ANIMAL,8000.
1172,MEAT PR NES,8500.
1214,HIDE WS,8000.
1215,HIDE DS,5000.
1216,HIDE NES,8000.
1221,STEARINE,10000.
1225,TALLOW,8000.
1242,MARGARINE,12000.
1273,CASTOR OIL H,11000.
1274,OILS BOILED,10000.
1275,OILS HYDROGN,12000.
1502,FRWTR FZ WHL,9000.
1503,FRWTR FILLET,4000.
1504,FRWTR FZ FLT,4000.
1505,FRWTR CURED,3500.
1506,FRWTR CANNED,6500.
1507,FRWTR PR NES,10000.
1508,FRWTR MEALS,1700.
1515,DMRSL FZ WHL,8000.
1516,DMRSL FILLET,3500.
1517,DMRSL FZ FLT,3200.
1518,DMRSL CURED,3300.
1519,DMRSL CANNED,5000.
1520,DMRSL PR NES,10000.
1521,DMRSL MEALS,1800.
1528,PELGC FZ WHL,9000.
1529,PELGC FILLET,5500.
1530,PELGC FZ FLT,5000.
1531,PELGC CURED,4000.
1532,PELGC CANNED,5000.
1533,PELGC PR NES,10000.
1534,PELGC MEALS,2000.
1541,MARIN FZ WHL,9000.
1542,MARIN FILLET,5000.
1543,MARIN FZ FLT,4500.
1544,MARIN CURED,4000.
1545,MARIN CANNED,5700.
1546,MARIN PR NES,10000.
1547,MARIN MEALS,2000.
1554,CRSTC FROZEN,6000.
1555,CRSTC CURED,3300.
1556,CRSTC CANNED,2500.
1557,CRSTC PR NES,3000.
1558,CRSTC MEALS,2000.
1563,MOLSC FROZEN,3000.
1564,MOLSC CURED,1500.
1565,MOLSC CANNED,1500.
1566,MOLSC MEALS,2000.
1571,CPHLP FROZEN,10000.
1572,CPHLP CURED,2500.
1573,CPHLP CANNED,6000.
1574,CPHLP PR NES,5000.
1575,CPHLP MEALS,2000.
1588,AQ A CURED,2500.
1589,AQ A MEALS,2000.
1590,AQ A PREP NS,5000.
1595,AQ P DRIED,1500.
1596,AQ P PREP NS,1333.
